LatentID,mean_sim_knn,median_sim_knn,min_sim_knn,max_sim_knn
layers.14_latent38735,0.3636704,0.3636704,0.3636704,0.3636704
layers.14_latent8610,0.5912458,0.5912458,0.5912458,0.5912458
layers.14_latent37382,0.70442843,0.70442843,0.70442843,0.70442843
layers.14_latent19189,0.32920924,0.32920924,0.32920924,0.32920924
layers.14_latent25372,0.50758445,0.50758445,0.50758445,0.50758445
layers.14_latent21760,0.42285115,0.42285115,0.42285115,0.42285115
layers.14_latent59828,0.47341675,0.47341675,0.47341675,0.47341675
layers.14_latent6559,0.6674038,0.6674038,0.6674038,0.6674038
layers.14_latent59638,0.6420718,0.6420718,0.6420718,0.6420718
layers.14_latent34315,0.5801468,0.5801468,0.5801468,0.5801468
layers.14_latent15449,0.6286333,0.6286333,0.6286333,0.6286333
layers.14_latent34163,0.563442,0.563442,0.563442,0.563442
layers.14_latent18840,0.49809813,0.49809813,0.49809813,0.49809813
layers.14_latent9197,0.4765092,0.4765092,0.4765092,0.4765092
layers.14_latent46404,0.45400304,0.45400304,0.45400304,0.45400304
layers.14_latent16933,0.60770273,0.60770273,0.60770273,0.60770273
layers.14_latent9621,0.66075087,0.66075087,0.66075087,0.66075087
layers.14_latent42801,0.5821299,0.5821299,0.5821299,0.5821299
layers.14_latent7598,0.46535176,0.46535176,0.46535176,0.46535176
layers.14_latent32048,0.56122136,0.56122136,0.56122136,0.56122136
layers.14_latent6951,0.48866597,0.48866597,0.48866597,0.48866597
layers.14_latent3100,0.6770886,0.6770886,0.6770886,0.6770886
layers.14_latent44366,0.82106227,0.82106227,0.82106227,0.82106227
layers.14_latent4965,0.61790377,0.61790377,0.61790377,0.61790377
layers.14_latent21305,0.4695856,0.4695856,0.4695856,0.4695856
layers.14_latent8140,0.84532726,0.84532726,0.84532726,0.84532726
layers.14_latent33245,0.417457,0.417457,0.417457,0.417457
layers.14_latent56328,0.50192916,0.50192916,0.50192916,0.50192916
layers.14_latent15787,0.51788354,0.51788354,0.51788354,0.51788354
layers.14_latent59864,0.63736904,0.63736904,0.63736904,0.63736904
layers.14_latent50284,0.7442591,0.7442591,0.7442591,0.7442591
layers.14_latent8821,0.73241055,0.73241055,0.73241055,0.73241055
layers.14_latent26300,0.5247719,0.5247719,0.5247719,0.5247719
layers.14_latent23139,0.60509014,0.60509014,0.60509014,0.60509014
layers.14_latent1928,0.513506,0.513506,0.513506,0.513506
layers.14_latent11275,0.57008857,0.57008857,0.57008857,0.57008857
layers.14_latent20176,0.5808222,0.5808222,0.5808222,0.5808222
layers.14_latent16281,0.41649953,0.41649953,0.41649953,0.41649953
layers.14_latent35595,0.40495762,0.40495762,0.40495762,0.40495762
layers.14_latent21569,0.4522,0.4522,0.4522,0.4522
layers.14_latent23330,0.53056765,0.53056765,0.53056765,0.53056765
layers.14_latent42202,0.5060592,0.5060592,0.5060592,0.5060592
layers.14_latent50579,0.77412796,0.77412796,0.77412796,0.77412796
layers.14_latent43960,0.41186643,0.41186643,0.41186643,0.41186643
layers.14_latent19042,0.6123142,0.6123142,0.6123142,0.6123142
layers.14_latent9558,0.6047727,0.6047727,0.6047727,0.6047727
layers.14_latent35863,0.5407714,0.5407714,0.5407714,0.5407714
layers.14_latent46548,0.4870465,0.4870465,0.4870465,0.4870465
layers.14_latent63262,0.26101896,0.26101896,0.26101896,0.26101896
layers.14_latent14026,0.67982084,0.67982084,0.67982084,0.67982084
layers.14_latent42923,0.5876637,0.5876637,0.5876637,0.5876637
layers.14_latent6519,0.38383362,0.38383362,0.38383362,0.38383362
layers.14_latent8159,0.5101142,0.5101142,0.5101142,0.5101142
layers.14_latent63004,0.5130965,0.5130965,0.5130965,0.5130965
layers.14_latent21079,0.55400085,0.55400085,0.55400085,0.55400085
layers.14_latent18014,0.48227733,0.48227733,0.48227733,0.48227733
layers.14_latent53863,0.619839,0.619839,0.619839,0.619839
layers.14_latent48540,0.13831365,0.13831365,0.13831365,0.13831365
layers.14_latent41984,0.573681,0.573681,0.573681,0.573681
layers.14_latent61488,0.6556683,0.6556683,0.6556683,0.6556683
layers.14_latent27700,0.35185134,0.35185134,0.35185134,0.35185134
layers.14_latent59948,0.3133306,0.3133306,0.3133306,0.3133306
layers.14_latent25166,0.62486917,0.62486917,0.62486917,0.62486917
layers.14_latent63523,0.6299416,0.6299416,0.6299416,0.6299416
layers.14_latent40305,0.5827499,0.5827499,0.5827499,0.5827499
layers.14_latent60374,0.37216732,0.37216732,0.37216732,0.37216732
layers.14_latent42408,0.23400602,0.23400602,0.23400602,0.23400602
layers.14_latent2404,0.76720774,0.76720774,0.76720774,0.76720774
layers.14_latent6597,0.63229626,0.63229626,0.63229626,0.63229626
layers.14_latent46597,0.5286961,0.5286961,0.5286961,0.5286961
layers.14_latent36045,0.47681975,0.47681975,0.47681975,0.47681975
layers.14_latent49983,0.76325536,0.76325536,0.76325536,0.76325536
layers.14_latent28123,0.47903123,0.47903123,0.47903123,0.47903123
layers.14_latent11561,0.80683756,0.80683756,0.80683756,0.80683756
layers.14_latent61867,0.5848874,0.5848874,0.5848874,0.5848874
layers.14_latent53966,0.33742937,0.33742937,0.33742937,0.33742937
layers.14_latent22965,0.49441177,0.49441177,0.49441177,0.49441177
layers.14_latent36322,0.638264,0.638264,0.638264,0.638264
layers.14_latent58391,0.49025893,0.49025893,0.49025893,0.49025893
layers.14_latent51398,0.5338992,0.5338992,0.5338992,0.5338992
layers.14_latent31917,0.4902499,0.4902499,0.4902499,0.4902499
layers.14_latent5812,0.6670173,0.6670173,0.6670173,0.6670173
layers.14_latent12921,0.5303803,0.5303803,0.5303803,0.5303803
layers.14_latent11175,0.67672056,0.67672056,0.67672056,0.67672056
layers.14_latent38404,0.55820644,0.55820644,0.55820644,0.55820644
layers.14_latent27065,0.33392462,0.33392462,0.33392462,0.33392462
layers.14_latent3939,0.55740345,0.55740345,0.55740345,0.55740345
layers.14_latent23217,0.782478,0.782478,0.782478,0.782478
layers.14_latent37168,0.7043531,0.7043531,0.7043531,0.7043531
layers.14_latent52469,0.6131921,0.6131921,0.6131921,0.6131921
layers.14_latent41671,0.4941521,0.4941521,0.4941521,0.4941521
layers.14_latent20579,0.42044246,0.42044246,0.42044246,0.42044246
layers.14_latent9758,0.59448475,0.59448475,0.59448475,0.59448475
layers.14_latent9645,0.52611923,0.52611923,0.52611923,0.52611923
layers.14_latent21854,0.6391497,0.6391497,0.6391497,0.6391497
layers.14_latent29171,0.36315832,0.36315832,0.36315832,0.36315832
layers.14_latent3478,0.43396232,0.43396232,0.43396232,0.43396232
layers.14_latent48816,0.7475766,0.7475766,0.7475766,0.7475766
layers.14_latent12224,0.60181284,0.60181284,0.60181284,0.60181284
layers.14_latent43824,0.62409616,0.62409616,0.62409616,0.62409616
layers.14_latent60672,0.50473917,0.50473917,0.50473917,0.50473917
layers.14_latent47984,0.48837602,0.48837602,0.48837602,0.48837602
layers.14_latent3653,0.50542563,0.50542563,0.50542563,0.50542563
layers.14_latent5388,0.76308966,0.76308966,0.76308966,0.76308966
layers.14_latent64202,0.06171082,0.06171082,0.06171082,0.06171082
layers.14_latent47554,0.4233663,0.4233663,0.4233663,0.4233663
layers.14_latent64848,0.65657127,0.65657127,0.65657127,0.65657127
layers.14_latent46420,0.45980668,0.45980668,0.45980668,0.45980668
layers.14_latent37253,0.40636027,0.40636027,0.40636027,0.40636027
layers.14_latent51408,0.543615,0.543615,0.543615,0.543615
layers.14_latent10329,0.6801068,0.6801068,0.6801068,0.6801068
layers.14_latent24843,0.51436245,0.51436245,0.51436245,0.51436245
layers.14_latent9547,0.26227897,0.26227897,0.26227897,0.26227897
layers.14_latent26823,0.510656,0.510656,0.510656,0.510656
layers.14_latent8906,0.41572112,0.41572112,0.41572112,0.41572112
layers.14_latent6702,0.5080022,0.5080022,0.5080022,0.5080022
layers.14_latent15894,0.5272404,0.5272404,0.5272404,0.5272404
layers.14_latent15836,0.66912,0.66912,0.66912,0.66912
layers.14_latent28347,0.74141884,0.74141884,0.74141884,0.74141884
layers.14_latent35751,0.35438043,0.35438043,0.35438043,0.35438043
layers.14_latent64322,0.55871475,0.55871475,0.55871475,0.55871475
layers.14_latent57829,0.5739771,0.5739771,0.5739771,0.5739771
layers.14_latent55617,0.21488483,0.21488483,0.21488483,0.21488483
layers.14_latent60849,0.6464759,0.6464759,0.6464759,0.6464759
layers.14_latent4270,0.44259784,0.44259784,0.44259784,0.44259784
layers.14_latent25823,0.54491794,0.54491794,0.54491794,0.54491794
layers.14_latent33640,0.46378297,0.46378297,0.46378297,0.46378297
layers.14_latent62931,0.3846425,0.3846425,0.3846425,0.3846425
layers.14_latent65300,0.28607023,0.28607023,0.28607023,0.28607023
layers.14_latent29379,0.445495,0.445495,0.445495,0.445495
layers.14_latent22181,0.33221745,0.33221745,0.33221745,0.33221745
layers.14_latent33954,0.76771,0.76771,0.76771,0.76771
layers.14_latent11741,0.4688639,0.4688639,0.4688639,0.4688639
layers.14_latent20720,0.662944,0.662944,0.662944,0.662944
layers.14_latent31889,0.3257991,0.3257991,0.3257991,0.3257991
layers.14_latent65445,0.683153,0.683153,0.683153,0.683153
layers.14_latent60164,0.49045438,0.49045438,0.49045438,0.49045438
layers.14_latent30366,0.6021237,0.6021237,0.6021237,0.6021237
layers.14_latent28028,0.6278458,0.6278458,0.6278458,0.6278458
layers.14_latent21457,0.3060845,0.3060845,0.3060845,0.3060845
layers.14_latent37925,0.7665858,0.7665858,0.7665858,0.7665858
layers.14_latent62290,0.35247013,0.35247013,0.35247013,0.35247013
layers.14_latent26180,0.55597126,0.55597126,0.55597126,0.55597126
layers.14_latent6594,0.5051854,0.5051854,0.5051854,0.5051854
layers.14_latent55657,0.63493943,0.63493943,0.63493943,0.63493943
layers.14_latent29144,0.39536995,0.39536995,0.39536995,0.39536995
layers.14_latent36886,0.28478783,0.28478783,0.28478783,0.28478783
layers.14_latent49643,0.48897484,0.48897484,0.48897484,0.48897484
layers.14_latent17786,0.72010887,0.72010887,0.72010887,0.72010887
layers.14_latent52217,0.323251,0.323251,0.323251,0.323251
layers.14_latent35929,0.4743477,0.4743477,0.4743477,0.4743477
layers.14_latent12613,0.6889268,0.6889268,0.6889268,0.6889268
layers.14_latent57371,0.19496424,0.19496424,0.19496424,0.19496424
layers.14_latent4351,0.49629268,0.49629268,0.49629268,0.49629268
layers.14_latent5055,0.42933965,0.42933965,0.42933965,0.42933965
layers.14_latent41418,0.5893331,0.5893331,0.5893331,0.5893331
layers.14_latent45096,0.3210371,0.3210371,0.3210371,0.3210371
layers.14_latent31083,0.75027037,0.75027037,0.75027037,0.75027037
layers.14_latent15091,0.72441936,0.72441936,0.72441936,0.72441936
layers.14_latent50975,0.6958201,0.6958201,0.6958201,0.6958201
layers.14_latent17292,0.47620514,0.47620514,0.47620514,0.47620514
layers.14_latent33340,0.3530839,0.3530839,0.3530839,0.3530839
layers.14_latent19430,0.6077616,0.6077616,0.6077616,0.6077616
layers.14_latent30519,0.3612607,0.3612607,0.3612607,0.3612607
layers.14_latent53514,0.5583148,0.5583148,0.5583148,0.5583148
layers.14_latent37059,0.31922424,0.31922424,0.31922424,0.31922424
layers.14_latent37417,0.6480746,0.6480746,0.6480746,0.6480746
layers.14_latent64850,0.2728976,0.2728976,0.2728976,0.2728976
layers.14_latent22796,0.62404794,0.62404794,0.62404794,0.62404794
layers.14_latent25941,0.7274422,0.7274422,0.7274422,0.7274422
layers.14_latent950,0.5141763,0.5141763,0.5141763,0.5141763
layers.14_latent24040,0.5832112,0.5832112,0.5832112,0.5832112
layers.14_latent48049,0.54816806,0.54816806,0.54816806,0.54816806
layers.14_latent65279,0.74586445,0.74586445,0.74586445,0.74586445
layers.14_latent47934,0.5856729,0.5856729,0.5856729,0.5856729
layers.14_latent65075,0.73716974,0.73716974,0.73716974,0.73716974
layers.14_latent6835,0.5669543,0.5669543,0.5669543,0.5669543
layers.14_latent3913,0.50165105,0.50165105,0.50165105,0.50165105
layers.14_latent11792,0.6894176,0.6894176,0.6894176,0.6894176
layers.14_latent22743,0.6108127,0.6108127,0.6108127,0.6108127
layers.14_latent56650,0.49561316,0.49561316,0.49561316,0.49561316
layers.14_latent35585,0.6705158,0.6705158,0.6705158,0.6705158
layers.14_latent54754,0.48770034,0.48770034,0.48770034,0.48770034
layers.14_latent33836,0.20755352,0.20755352,0.20755352,0.20755352
layers.14_latent41269,0.29253623,0.29253623,0.29253623,0.29253623
layers.14_latent27014,0.56746686,0.56746686,0.56746686,0.56746686
layers.14_latent54019,0.8046231,0.8046231,0.8046231,0.8046231
layers.14_latent32824,0.515258,0.515258,0.515258,0.515258
layers.14_latent43177,0.5158077,0.5158077,0.5158077,0.5158077
layers.14_latent46864,0.3122818,0.3122818,0.3122818,0.3122818
layers.14_latent23205,0.4929767,0.4929767,0.4929767,0.4929767
layers.14_latent7271,0.22439596,0.22439596,0.22439596,0.22439596
layers.14_latent63175,0.8990791,0.8990791,0.8990791,0.8990791
layers.14_latent20879,0.40258664,0.40258664,0.40258664,0.40258664
layers.14_latent15589,0.56476486,0.56476486,0.56476486,0.56476486
layers.14_latent23016,0.71009016,0.71009016,0.71009016,0.71009016
layers.14_latent4763,0.53293896,0.53293896,0.53293896,0.53293896
layers.14_latent54611,0.5822522,0.5822522,0.5822522,0.5822522
layers.14_latent8436,0.44713122,0.44713122,0.44713122,0.44713122
layers.14_latent64814,0.6758094,0.6758094,0.6758094,0.6758094
layers.14_latent28260,0.6407102,0.6407102,0.6407102,0.6407102
layers.14_latent2206,0.5962909,0.5962909,0.5962909,0.5962909
layers.14_latent53449,0.38368806,0.38368806,0.38368806,0.38368806
layers.14_latent58847,0.5639684,0.5639684,0.5639684,0.5639684
layers.14_latent49777,0.33900714,0.33900714,0.33900714,0.33900714
layers.14_latent27268,0.61567616,0.61567616,0.61567616,0.61567616
layers.14_latent30368,0.5003513,0.5003513,0.5003513,0.5003513
layers.14_latent37844,0.47326964,0.47326964,0.47326964,0.47326964
layers.14_latent57004,0.586268,0.586268,0.586268,0.586268
layers.14_latent61904,0.24331518,0.24331518,0.24331518,0.24331518
layers.14_latent25137,0.5354856,0.5354856,0.5354856,0.5354856
layers.14_latent2665,0.55497324,0.55497324,0.55497324,0.55497324
layers.14_latent10481,0.5030526,0.5030526,0.5030526,0.5030526
layers.14_latent51945,0.6122711,0.6122711,0.6122711,0.6122711
layers.14_latent13434,0.8232656,0.8232656,0.8232656,0.8232656
layers.14_latent1891,0.37519056,0.37519056,0.37519056,0.37519056
layers.14_latent26437,0.6578375,0.6578375,0.6578375,0.6578375
layers.14_latent36532,0.47288388,0.47288388,0.47288388,0.47288388
layers.14_latent16780,0.6169934,0.6169934,0.6169934,0.6169934
layers.14_latent34984,0.4491933,0.4491933,0.4491933,0.4491933
layers.14_latent38945,0.4369015,0.4369015,0.4369015,0.4369015
layers.14_latent23096,0.33022586,0.33022586,0.33022586,0.33022586
layers.14_latent15179,0.60277045,0.60277045,0.60277045,0.60277045
layers.14_latent16853,0.6483331,0.6483331,0.6483331,0.6483331
layers.14_latent50438,0.37284017,0.37284017,0.37284017,0.37284017
layers.14_latent52415,0.8566853,0.8566853,0.8566853,0.8566853
layers.14_latent43309,0.6762318,0.6762318,0.6762318,0.6762318
layers.14_latent13083,0.42955238,0.42955238,0.42955238,0.42955238
layers.14_latent30846,0.70700574,0.70700574,0.70700574,0.70700574
layers.14_latent33176,0.53551996,0.53551996,0.53551996,0.53551996
layers.14_latent11595,0.78828883,0.78828883,0.78828883,0.78828883
layers.14_latent28758,0.59377086,0.59377086,0.59377086,0.59377086
layers.14_latent51687,0.5921626,0.5921626,0.5921626,0.5921626
layers.14_latent51178,0.73342824,0.73342824,0.73342824,0.73342824
layers.14_latent5268,0.47255063,0.47255063,0.47255063,0.47255063
layers.14_latent144,0.21044755,0.21044755,0.21044755,0.21044755
layers.14_latent38233,0.34246328,0.34246328,0.34246328,0.34246328
layers.14_latent46721,0.42688182,0.42688182,0.42688182,0.42688182
layers.14_latent29539,0.46719998,0.46719998,0.46719998,0.46719998
layers.14_latent7732,0.59827477,0.59827477,0.59827477,0.59827477
layers.14_latent24645,0.6836874,0.6836874,0.6836874,0.6836874
layers.14_latent22872,0.5436008,0.5436008,0.5436008,0.5436008
layers.14_latent34344,0.40267372,0.40267372,0.40267372,0.40267372
layers.14_latent33912,0.55575,0.55575,0.55575,0.55575
layers.14_latent21271,0.7011515,0.7011515,0.7011515,0.7011515
layers.14_latent36973,0.3675336,0.3675336,0.3675336,0.3675336
layers.14_latent25549,0.4527203,0.4527203,0.4527203,0.4527203
layers.14_latent43304,0.626215,0.626215,0.626215,0.626215
layers.14_latent60171,0.65936697,0.65936697,0.65936697,0.65936697
layers.14_latent16305,0.47816923,0.47816923,0.47816923,0.47816923
layers.14_latent46430,0.48002383,0.48002383,0.48002383,0.48002383
layers.14_latent28169,0.42796642,0.42796642,0.42796642,0.42796642
layers.14_latent59073,0.4135317,0.4135317,0.4135317,0.4135317
layers.14_latent36795,0.527646,0.527646,0.527646,0.527646
layers.14_latent29418,0.39708447,0.39708447,0.39708447,0.39708447
layers.14_latent11939,0.2936959,0.2936959,0.2936959,0.2936959
layers.14_latent28468,0.46891597,0.46891597,0.46891597,0.46891597
layers.14_latent53920,0.7637235,0.7637235,0.7637235,0.7637235
layers.14_latent32267,0.42073804,0.42073804,0.42073804,0.42073804
layers.14_latent55743,0.5354395,0.5354395,0.5354395,0.5354395
layers.14_latent28601,0.67792386,0.67792386,0.67792386,0.67792386
layers.14_latent29711,0.4121779,0.4121779,0.4121779,0.4121779
layers.14_latent50978,0.49461973,0.49461973,0.49461973,0.49461973
layers.14_latent62304,0.411422,0.411422,0.411422,0.411422
layers.14_latent51416,0.3588865,0.3588865,0.3588865,0.3588865
layers.14_latent11556,0.6136414,0.6136414,0.6136414,0.6136414
layers.14_latent46292,0.56636006,0.56636006,0.56636006,0.56636006
layers.14_latent14043,0.78773314,0.78773314,0.78773314,0.78773314
layers.14_latent48778,0.1831455,0.1831455,0.1831455,0.1831455
layers.14_latent19047,0.5451275,0.5451275,0.5451275,0.5451275
layers.14_latent58548,0.5061444,0.5061444,0.5061444,0.5061444
layers.14_latent3719,0.6920343,0.6920343,0.6920343,0.6920343
layers.14_latent36859,0.43869904,0.43869904,0.43869904,0.43869904
layers.14_latent27428,0.47824514,0.47824514,0.47824514,0.47824514
layers.14_latent25893,0.5638006,0.5638006,0.5638006,0.5638006
layers.14_latent14720,0.67105883,0.67105883,0.67105883,0.67105883
layers.14_latent26790,0.509037,0.509037,0.509037,0.509037
layers.14_latent24161,0.704631,0.704631,0.704631,0.704631
layers.14_latent34420,0.62228096,0.62228096,0.62228096,0.62228096
layers.14_latent29332,0.6041091,0.6041091,0.6041091,0.6041091
layers.14_latent53415,0.70026225,0.70026225,0.70026225,0.70026225
layers.14_latent59134,0.75106543,0.75106543,0.75106543,0.75106543
layers.14_latent48884,0.39217225,0.39217225,0.39217225,0.39217225
layers.14_latent3186,0.7592242,0.7592242,0.7592242,0.7592242
layers.14_latent9261,0.66492593,0.66492593,0.66492593,0.66492593
layers.14_latent1061,0.7814715,0.7814715,0.7814715,0.7814715
layers.14_latent12730,0.571551,0.571551,0.571551,0.571551
layers.14_latent63476,0.57446563,0.57446563,0.57446563,0.57446563
layers.14_latent5276,0.34597903,0.34597903,0.34597903,0.34597903
layers.14_latent24387,0.7483415,0.7483415,0.7483415,0.7483415
layers.14_latent63316,0.63276416,0.63276416,0.63276416,0.63276416
layers.14_latent64049,0.41361442,0.41361442,0.41361442,0.41361442
layers.14_latent34940,0.5471662,0.5471662,0.5471662,0.5471662
layers.14_latent3502,0.8001965,0.8001965,0.8001965,0.8001965
layers.14_latent51051,0.56883407,0.56883407,0.56883407,0.56883407
layers.14_latent54591,0.6478432,0.6478432,0.6478432,0.6478432
layers.14_latent53898,0.7452775,0.7452775,0.7452775,0.7452775
layers.14_latent58273,0.48777378,0.48777378,0.48777378,0.48777378
layers.14_latent63698,0.61464524,0.61464524,0.61464524,0.61464524
layers.14_latent65383,0.28538692,0.28538692,0.28538692,0.28538692
layers.14_latent5150,0.62104475,0.62104475,0.62104475,0.62104475
layers.14_latent64975,0.39130443,0.39130443,0.39130443,0.39130443
layers.14_latent52828,0.5720501,0.5720501,0.5720501,0.5720501
layers.14_latent39670,0.82843345,0.82843345,0.82843345,0.82843345
layers.14_latent22647,0.94455945,0.94455945,0.94455945,0.94455945
layers.14_latent28753,0.51859915,0.51859915,0.51859915,0.51859915
layers.14_latent18110,0.53849983,0.53849983,0.53849983,0.53849983
layers.14_latent24339,0.6166535,0.6166535,0.6166535,0.6166535
layers.14_latent21809,0.61102986,0.61102986,0.61102986,0.61102986
layers.14_latent62205,0.35875887,0.35875887,0.35875887,0.35875887
layers.14_latent21331,0.5813221,0.5813221,0.5813221,0.5813221
layers.14_latent60304,0.6796832,0.6796832,0.6796832,0.6796832
layers.14_latent7281,0.6903682,0.6903682,0.6903682,0.6903682
layers.14_latent62511,0.62786984,0.62786984,0.62786984,0.62786984
layers.14_latent34614,0.582651,0.582651,0.582651,0.582651
layers.14_latent12314,0.43078133,0.43078133,0.43078133,0.43078133
layers.14_latent54271,0.3705828,0.3705828,0.3705828,0.3705828
layers.14_latent14158,0.6147592,0.6147592,0.6147592,0.6147592
layers.14_latent57628,0.6764324,0.6764324,0.6764324,0.6764324
layers.14_latent16594,0.7888875,0.7888875,0.7888875,0.7888875
layers.14_latent31470,0.38174486,0.38174486,0.38174486,0.38174486
layers.14_latent50427,0.5157432,0.5157432,0.5157432,0.5157432
layers.14_latent47268,0.8446099,0.8446099,0.8446099,0.8446099
layers.14_latent12366,0.21588737,0.21588737,0.21588737,0.21588737
layers.14_latent54537,0.6423271,0.6423271,0.6423271,0.6423271
layers.14_latent52166,0.6435443,0.6435443,0.6435443,0.6435443
layers.14_latent62454,0.5472264,0.5472264,0.5472264,0.5472264
layers.14_latent53390,0.662502,0.662502,0.662502,0.662502
layers.14_latent10530,0.69897175,0.69897175,0.69897175,0.69897175
layers.14_latent19397,0.6632583,0.6632583,0.6632583,0.6632583
layers.14_latent16684,0.4621685,0.4621685,0.4621685,0.4621685
layers.14_latent61304,0.6258687,0.6258687,0.6258687,0.6258687
layers.14_latent40080,0.57637745,0.57637745,0.57637745,0.57637745
layers.14_latent65013,0.6974561,0.6974561,0.6974561,0.6974561
layers.14_latent4738,0.72161734,0.72161734,0.72161734,0.72161734
layers.14_latent41566,0.56212866,0.56212866,0.56212866,0.56212866
layers.14_latent1616,0.7059357,0.7059357,0.7059357,0.7059357
layers.14_latent57368,0.23888016,0.23888016,0.23888016,0.23888016
layers.14_latent62561,0.46622765,0.46622765,0.46622765,0.46622765
layers.14_latent52984,0.57369536,0.57369536,0.57369536,0.57369536
layers.14_latent9233,0.7578533,0.7578533,0.7578533,0.7578533
layers.14_latent19092,0.82909334,0.82909334,0.82909334,0.82909334
layers.14_latent16731,0.68345344,0.68345344,0.68345344,0.68345344
layers.14_latent51180,0.20169899,0.20169899,0.20169899,0.20169899
layers.14_latent63768,0.71771204,0.71771204,0.71771204,0.71771204
layers.14_latent34479,0.5048192,0.5048192,0.5048192,0.5048192
layers.14_latent21336,0.6545429,0.6545429,0.6545429,0.6545429
layers.14_latent23155,0.42807782,0.42807782,0.42807782,0.42807782
layers.14_latent54991,0.39645877,0.39645877,0.39645877,0.39645877
layers.14_latent38318,0.4685486,0.4685486,0.4685486,0.4685486
layers.14_latent1990,0.75136065,0.75136065,0.75136065,0.75136065
layers.14_latent43215,0.53865016,0.53865016,0.53865016,0.53865016
layers.14_latent37598,0.52219236,0.52219236,0.52219236,0.52219236
layers.14_latent20288,0.41289544,0.41289544,0.41289544,0.41289544
layers.14_latent52163,0.47212535,0.47212535,0.47212535,0.47212535
layers.14_latent11948,0.42794368,0.42794368,0.42794368,0.42794368
