UMAP 1,UMAP 2,Latent ID
12.477057,11.542697,layers.14_latent10355
10.152882,11.184073,layers.14_latent10356
9.836937,7.5725617,layers.14_latent10357
10.712177,11.70528,layers.14_latent10358
10.436388,11.548459,layers.14_latent10359
9.662761,8.704716,layers.14_latent10360
10.373853,11.18351,layers.14_latent10361
11.853028,11.395137,layers.14_latent10363
10.491995,11.461874,layers.14_latent10364
12.01063,9.783393,layers.14_latent10365
10.978441,11.702059,layers.14_latent10366
10.256801,10.203254,layers.14_latent10368
10.838057,11.641271,layers.14_latent10370
12.706068,11.990126,layers.14_latent10371
8.862876,12.476753,layers.14_latent10372
10.391999,11.555678,layers.14_latent10373
9.174182,7.943266,layers.14_latent10374
11.999064,11.945879,layers.14_latent10375
9.939735,8.156166,layers.14_latent10376
10.24199,11.47812,layers.14_latent10377
9.873359,11.519053,layers.14_latent10378
12.140054,11.589057,layers.14_latent10379
10.573258,10.998938,layers.14_latent10380
10.350596,11.386581,layers.14_latent10381
9.61979,13.147476,layers.14_latent10382
12.140509,11.940063,layers.14_latent10383
11.886421,11.927678,layers.14_latent10384
10.650362,12.120694,layers.14_latent10386
10.038759,11.555044,layers.14_latent10387
9.8209505,10.646049,layers.14_latent10388
9.497338,10.952025,layers.14_latent10389
10.121533,11.710821,layers.14_latent10390
9.587108,12.7642,layers.14_latent10391
10.662242,11.983559,layers.14_latent10392
12.233977,11.807129,layers.14_latent10393
10.249878,13.262529,layers.14_latent10394
9.749635,11.486269,layers.14_latent10395
10.4129715,11.482784,layers.14_latent10396
8.505142,11.398748,layers.14_latent10397
11.580804,10.557307,layers.14_latent10400
9.656922,11.786281,layers.14_latent10401
11.894019,10.722308,layers.14_latent10402
10.527256,11.653457,layers.14_latent10403
10.250315,11.886824,layers.14_latent10404
11.639059,11.584005,layers.14_latent10405
10.095636,11.507807,layers.14_latent10406
10.25297,8.531361,layers.14_latent10407
9.406932,8.8895645,layers.14_latent10408
10.438236,11.251494,layers.14_latent10409
9.503939,11.933634,layers.14_latent10410
10.925671,8.282173,layers.14_latent10411
8.842924,12.205332,layers.14_latent10412
10.162305,8.349744,layers.14_latent10413
9.312923,7.8660426,layers.14_latent10414
8.624517,12.051902,layers.14_latent10415
9.389009,9.200834,layers.14_latent10417
10.010272,11.534204,layers.14_latent10418
10.203094,11.486588,layers.14_latent10419
10.510733,9.469795,layers.14_latent10420
10.060186,8.584793,layers.14_latent10422
11.338798,10.513103,layers.14_latent10423
10.546933,11.680753,layers.14_latent10424
10.74569,12.136857,layers.14_latent10425
11.794594,10.559331,layers.14_latent10427
8.460143,12.124755,layers.14_latent10428
10.488251,12.3133545,layers.14_latent10429
10.393643,10.486022,layers.14_latent10430
11.870884,11.065514,layers.14_latent10431
10.619933,8.831569,layers.14_latent10432
10.697196,11.450274,layers.14_latent10433
9.3097105,8.578015,layers.14_latent10434
11.259503,8.81124,layers.14_latent10435
10.626169,11.870085,layers.14_latent10436
10.637526,10.994092,layers.14_latent10437
9.82846,11.626417,layers.14_latent10438
10.739485,11.529953,layers.14_latent10439
11.521109,8.616027,layers.14_latent10440
10.239653,12.481069,layers.14_latent10441
8.98721,11.680978,layers.14_latent10443
9.662703,9.297833,layers.14_latent10444
11.880653,11.889147,layers.14_latent10445
10.980545,11.583436,layers.14_latent10446
11.138319,12.030849,layers.14_latent10447
11.734183,8.224545,layers.14_latent10448
8.675507,11.6253395,layers.14_latent10449
10.098811,12.477601,layers.14_latent10451
10.094131,11.182901,layers.14_latent10452
9.4032545,8.938519,layers.14_latent10453
10.279036,9.768294,layers.14_latent10454
11.35896,13.042162,layers.14_latent10456
10.31487,11.515027,layers.14_latent10457
10.443533,11.73162,layers.14_latent10459
9.972504,8.878774,layers.14_latent10461
10.5648,11.676983,layers.14_latent10462
9.829195,8.994799,layers.14_latent10463
10.186787,12.004715,layers.14_latent10465
10.548877,11.476775,layers.14_latent10466
9.466305,11.143047,layers.14_latent10467
10.930173,10.533358,layers.14_latent10468
8.908361,11.847318,layers.14_latent10470
11.75292,11.71355,layers.14_latent10471
12.08106,11.1095295,layers.14_latent10472
10.686136,8.094667,layers.14_latent10473
10.411311,11.51032,layers.14_latent10476
11.749983,12.116844,layers.14_latent10477
10.678906,8.804207,layers.14_latent10478
11.811419,11.504341,layers.14_latent10479
10.335725,8.551671,layers.14_latent10480
11.451111,9.4055805,layers.14_latent10481
11.57996,12.016534,layers.14_latent10482
10.353868,8.073013,layers.14_latent10483
8.386581,11.678795,layers.14_latent10485
11.322367,11.341812,layers.14_latent10486
11.480337,9.506786,layers.14_latent10487
11.339325,10.029218,layers.14_latent10488
12.385249,10.80585,layers.14_latent10489
9.995024,13.417561,layers.14_latent10490
10.161233,13.127237,layers.14_latent10491
11.875996,8.2423935,layers.14_latent10492
10.947981,11.875915,layers.14_latent10493
10.577158,13.429414,layers.14_latent10494
10.074632,11.808828,layers.14_latent10495
10.361411,11.590522,layers.14_latent10496
12.223472,11.714632,layers.14_latent10497
11.480806,13.224332,layers.14_latent10498
11.57284,12.03434,layers.14_latent10499
10.370313,11.680571,layers.14_latent10500
10.335072,10.717039,layers.14_latent10501
10.58238,13.578726,layers.14_latent10502
12.085924,11.762445,layers.14_latent10503
10.6921625,11.6343975,layers.14_latent10506
11.404071,13.266324,layers.14_latent10507
10.639777,12.729605,layers.14_latent10508
9.603627,13.31985,layers.14_latent10509
11.835172,12.554963,layers.14_latent10511
8.73777,12.449407,layers.14_latent10512
10.43833,11.565531,layers.14_latent10513
9.989829,9.226139,layers.14_latent10514
9.596769,11.695522,layers.14_latent10518
9.466865,13.417777,layers.14_latent10519
10.248751,9.110576,layers.14_latent10520
11.262397,9.000992,layers.14_latent10521
8.5854225,12.063138,layers.14_latent10522
10.401859,11.59321,layers.14_latent10523
11.135256,11.497818,layers.14_latent10524
12.113216,10.646884,layers.14_latent10526
11.741378,11.394643,layers.14_latent10527
9.637301,12.47026,layers.14_latent10528
11.293061,9.865913,layers.14_latent10529
12.322776,12.627287,layers.14_latent10530
10.216247,10.908787,layers.14_latent10531
11.3282585,10.552242,layers.14_latent10532
8.963865,12.193681,layers.14_latent10533
8.467067,11.7369995,layers.14_latent10534
10.409024,10.807329,layers.14_latent10535
10.289528,11.549239,layers.14_latent10536
10.371848,7.576795,layers.14_latent10537
10.579552,11.542598,layers.14_latent10538
10.158861,8.070992,layers.14_latent10539
11.232803,12.13501,layers.14_latent10540
8.317279,11.948135,layers.14_latent10541
10.59846,8.859356,layers.14_latent10542
10.33655,13.076271,layers.14_latent10543
11.828566,8.236629,layers.14_latent10544
9.624121,12.086415,layers.14_latent10545
12.094788,10.124827,layers.14_latent10546
10.712563,11.867105,layers.14_latent10547
11.921205,11.761696,layers.14_latent10549
8.749507,11.813603,layers.14_latent10550
10.171236,13.593979,layers.14_latent10551
8.573407,12.334645,layers.14_latent10552
11.416554,9.424276,layers.14_latent10553
11.731345,11.738307,layers.14_latent10555
11.931293,10.308689,layers.14_latent10556
11.178439,10.594265,layers.14_latent10557
9.1948185,13.319541,layers.14_latent10558
10.186587,11.436253,layers.14_latent10559
11.868026,11.523531,layers.14_latent10560
10.609231,8.822504,layers.14_latent10561
10.464212,11.454224,layers.14_latent10562
10.24947,11.575526,layers.14_latent10563
10.225745,7.9997463,layers.14_latent10564
10.95926,11.9414835,layers.14_latent10565
11.003799,8.514044,layers.14_latent10566
10.297654,8.349462,layers.14_latent10570
9.29546,12.562613,layers.14_latent10571
10.561299,11.61424,layers.14_latent10572
11.251026,12.337198,layers.14_latent10573
9.344273,8.2724495,layers.14_latent10575
11.883055,8.186217,layers.14_latent10576
10.638479,13.310776,layers.14_latent10578
10.740207,10.248201,layers.14_latent10579
10.053885,11.730444,layers.14_latent10580
8.080406,11.665795,layers.14_latent10581
8.623391,11.619092,layers.14_latent10583
11.7429905,11.645313,layers.14_latent10584
8.293511,11.798882,layers.14_latent10585
10.698436,8.874047,layers.14_latent10586
10.061595,12.704705,layers.14_latent10587
9.842635,13.401779,layers.14_latent10590
10.304756,11.337079,layers.14_latent10591
10.794379,9.638715,layers.14_latent10592
8.224677,11.598493,layers.14_latent10593
11.767646,11.435053,layers.14_latent10594
10.816342,11.127986,layers.14_latent10595
10.720459,10.006647,layers.14_latent10596
10.452772,11.948522,layers.14_latent10598
10.115448,11.391468,layers.14_latent10599
12.266603,10.631513,layers.14_latent10600
11.61385,8.49084,layers.14_latent10601
10.232015,9.437362,layers.14_latent10602
12.015183,10.115248,layers.14_latent10603
11.600835,12.46884,layers.14_latent10605
9.965297,10.731669,layers.14_latent10607
10.364059,11.464687,layers.14_latent10608
11.641856,8.904263,layers.14_latent10609
10.0472,11.758243,layers.14_latent10610
11.783793,12.164767,layers.14_latent10611
11.773636,9.271934,layers.14_latent10612
12.292342,10.618429,layers.14_latent10613
10.069008,11.751044,layers.14_latent10615
11.261736,11.682064,layers.14_latent10616
10.964651,11.724244,layers.14_latent10617
10.618327,8.651162,layers.14_latent10618
10.258389,9.013342,layers.14_latent10619
9.870343,13.034318,layers.14_latent10620
11.256922,12.640325,layers.14_latent10621
10.244236,11.957222,layers.14_latent10622
9.473455,7.6258407,layers.14_latent10623
10.688655,11.789409,layers.14_latent10625
8.3602295,9.42338,layers.14_latent10626
9.5012245,7.501894,layers.14_latent10627
10.535998,9.601452,layers.14_latent10628
11.542486,10.680244,layers.14_latent10629
11.96935,12.054035,layers.14_latent10630
10.419035,11.725594,layers.14_latent10633
12.011775,12.095791,layers.14_latent10636
10.334506,11.650656,layers.14_latent10637
10.77684,10.077428,layers.14_latent10638
12.168533,11.694172,layers.14_latent10639
12.271678,10.530339,layers.14_latent10640
10.349089,11.615212,layers.14_latent10641
11.837404,8.005584,layers.14_latent10642
9.561321,9.017409,layers.14_latent10643
8.261712,11.917486,layers.14_latent10644
10.472302,11.591259,layers.14_latent10645
10.168755,11.493545,layers.14_latent10646
9.93428,12.859577,layers.14_latent10647
12.166612,10.875634,layers.14_latent10648
9.723108,9.595964,layers.14_latent10649
10.421861,11.795508,layers.14_latent10652
10.614722,9.350234,layers.14_latent10653
11.425557,13.313292,layers.14_latent10654
8.177812,12.242895,layers.14_latent10655
10.162318,11.498948,layers.14_latent10656
10.234937,11.045251,layers.14_latent10657
10.614587,11.545802,layers.14_latent10658
9.69373,8.379927,layers.14_latent10659
8.738444,12.544528,layers.14_latent10660
10.524901,9.819533,layers.14_latent10661
12.463802,12.116351,layers.14_latent10662
10.044737,13.174712,layers.14_latent10663
9.597135,7.906573,layers.14_latent10664
11.223052,11.8609295,layers.14_latent10665
12.368731,11.243515,layers.14_latent10667
10.140914,8.618531,layers.14_latent10668
10.301114,11.654185,layers.14_latent10669
12.24343,11.857102,layers.14_latent10670
10.408271,8.565079,layers.14_latent10671
10.555955,9.294998,layers.14_latent10672
11.200245,11.379649,layers.14_latent10673
9.41968,11.695923,layers.14_latent10674
10.379558,11.491533,layers.14_latent10675
7.8734426,12.10106,layers.14_latent10676
11.58849,8.602912,layers.14_latent10677
10.2494,13.0680065,layers.14_latent10679
9.4005165,8.547251,layers.14_latent10680
10.064648,7.754149,layers.14_latent10682
8.409999,11.832335,layers.14_latent10683
10.369752,11.6816225,layers.14_latent10684
9.51264,8.03352,layers.14_latent10685
10.224666,11.462484,layers.14_latent10686
11.654387,11.660902,layers.14_latent10688
10.283673,11.817612,layers.14_latent10689
12.121693,11.985072,layers.14_latent10690
12.154413,10.345283,layers.14_latent10691
11.437675,10.430946,layers.14_latent10692
10.186422,11.411253,layers.14_latent10693
10.62261,11.680015,layers.14_latent10694
10.666967,11.767396,layers.14_latent10695
10.445045,9.848327,layers.14_latent10696
11.276836,11.947719,layers.14_latent10697
9.505711,12.20183,layers.14_latent10698
10.305052,11.561608,layers.14_latent10699
10.134085,12.790374,layers.14_latent10700
8.956948,7.672147,layers.14_latent10701
10.729082,11.473346,layers.14_latent10702
10.289155,7.901406,layers.14_latent10703
11.690297,8.459986,layers.14_latent10704
11.521683,8.16814,layers.14_latent10705
9.986263,7.6034513,layers.14_latent10706
12.05011,10.751471,layers.14_latent10707
10.003279,8.528696,layers.14_latent10709
9.296166,7.7182336,layers.14_latent10712
10.431238,9.286855,layers.14_latent10713
10.3742,8.414557,layers.14_latent10714
10.317384,11.501459,layers.14_latent10715
10.247435,11.614338,layers.14_latent10716
10.336535,11.655481,layers.14_latent10718
8.793988,12.034407,layers.14_latent10719
10.517867,11.877178,layers.14_latent10722
10.320261,11.697083,layers.14_latent10723
9.354961,12.586053,layers.14_latent10724
9.905185,13.008861,layers.14_latent10725
11.6993685,11.914147,layers.14_latent10726
10.508672,13.330187,layers.14_latent10727
10.512654,11.542404,layers.14_latent10728
11.952598,11.557595,layers.14_latent10729
10.687175,13.040226,layers.14_latent10730
9.929517,9.084343,layers.14_latent10731
12.203122,11.860302,layers.14_latent10732
10.196746,8.110193,layers.14_latent10733
12.783798,9.624617,layers.14_latent10734
11.951421,11.524713,layers.14_latent10735
10.25932,7.5021076,layers.14_latent10736
9.317841,11.0003195,layers.14_latent10737
10.562877,11.935761,layers.14_latent10738
12.031299,11.744036,layers.14_latent10739
9.884388,8.235573,layers.14_latent10740
10.518304,11.640631,layers.14_latent10741
10.505854,11.726508,layers.14_latent10742
10.601122,11.667415,layers.14_latent10743
10.955289,11.431829,layers.14_latent10745
9.203347,8.537233,layers.14_latent10746
11.107521,12.664074,layers.14_latent10747
10.318556,11.324361,layers.14_latent10748
11.825972,10.757604,layers.14_latent10750
10.286405,11.511774,layers.14_latent10751
8.773497,11.557259,layers.14_latent10752
9.844851,10.1097,layers.14_latent10753
10.165876,12.236459,layers.14_latent10755
10.249852,8.506324,layers.14_latent10757
10.279722,11.753667,layers.14_latent10758
9.227959,12.496553,layers.14_latent10759
9.323254,8.122557,layers.14_latent10760
10.364698,9.65054,layers.14_latent10761
11.261515,11.507955,layers.14_latent10762
10.316648,10.115281,layers.14_latent10763
10.488962,11.4939995,layers.14_latent10764
10.846555,10.168859,layers.14_latent10765
12.054968,11.105607,layers.14_latent10766
11.572873,9.904633,layers.14_latent10767
11.049437,11.760116,layers.14_latent10768
9.010967,11.785723,layers.14_latent10769
10.044671,12.968097,layers.14_latent10770
10.302096,12.382563,layers.14_latent10771
9.975459,11.723264,layers.14_latent10772
10.685772,9.059326,layers.14_latent10773
8.917975,11.684065,layers.14_latent10774
10.956074,11.861511,layers.14_latent10775
9.8590975,12.260053,layers.14_latent10776
11.801069,8.201334,layers.14_latent10777
9.609839,7.8681045,layers.14_latent10778
11.567453,11.6019945,layers.14_latent10779
9.832296,9.454584,layers.14_latent10780
12.283795,11.7416315,layers.14_latent10781
10.174428,9.869986,layers.14_latent10782
9.825683,11.418115,layers.14_latent10783
11.666469,12.469745,layers.14_latent10785
10.565852,11.892716,layers.14_latent10786
10.956352,12.013652,layers.14_latent10787
11.540377,10.786826,layers.14_latent10788
9.374298,7.8290415,layers.14_latent10789
11.341484,8.012239,layers.14_latent10791
9.458174,8.497028,layers.14_latent10792
9.399432,9.018217,layers.14_latent10793
10.739049,11.601588,layers.14_latent10794
11.757361,8.3869095,layers.14_latent10795
11.6445,11.594467,layers.14_latent10796
11.031518,11.689808,layers.14_latent10798
10.055724,11.733593,layers.14_latent10799
10.37045,11.544119,layers.14_latent10800
10.819455,9.069728,layers.14_latent10802
11.759966,9.748086,layers.14_latent10803
10.839644,12.029527,layers.14_latent10804
9.990217,11.848351,layers.14_latent10805
11.627286,11.163915,layers.14_latent10806
10.220675,11.497949,layers.14_latent10807
9.861854,13.301507,layers.14_latent10808
10.680236,10.7175045,layers.14_latent10809
9.439965,7.9489164,layers.14_latent10810
10.034022,11.402268,layers.14_latent10811
11.31695,8.458396,layers.14_latent10813
10.301028,11.611109,layers.14_latent10814
10.393152,11.611738,layers.14_latent10815
10.228908,7.669975,layers.14_latent10816
9.518092,11.055315,layers.14_latent10817
11.406946,11.533626,layers.14_latent10818
11.323143,11.624855,layers.14_latent10819
11.678659,8.482351,layers.14_latent10820
10.963261,11.915725,layers.14_latent10821
10.23242,11.654503,layers.14_latent10822
10.9517145,11.779404,layers.14_latent10823
10.304067,11.552203,layers.14_latent10825
10.277559,11.482463,layers.14_latent10826
9.537782,7.810309,layers.14_latent10828
10.760868,11.3592205,layers.14_latent10829
9.2548685,7.617704,layers.14_latent10830
10.134381,8.700367,layers.14_latent10831
9.309304,8.826622,layers.14_latent10833
10.171038,12.834646,layers.14_latent10834
10.40707,10.021679,layers.14_latent10837
10.375213,11.705469,layers.14_latent10839
8.15404,11.5877495,layers.14_latent10840
9.380853,8.245192,layers.14_latent10842
10.102532,12.041844,layers.14_latent10843
10.388623,7.7505198,layers.14_latent10844
8.641192,12.288269,layers.14_latent10845
10.517329,11.782023,layers.14_latent10846
11.940477,11.617491,layers.14_latent10848
10.274992,11.673684,layers.14_latent10851
9.654004,11.190094,layers.14_latent10852
10.270499,11.605653,layers.14_latent10853
8.269501,9.829699,layers.14_latent10854
11.93407,12.473774,layers.14_latent10856
8.898841,8.456035,layers.14_latent10857
9.745223,8.693976,layers.14_latent10858
11.291528,11.495682,layers.14_latent10859
10.078361,11.690346,layers.14_latent10861
10.882805,10.6031685,layers.14_latent10862
11.555995,10.4314375,layers.14_latent10865
10.465093,11.718557,layers.14_latent10866
9.7668085,8.698907,layers.14_latent10869
10.191208,8.472063,layers.14_latent10870
11.790629,11.759191,layers.14_latent10871
9.204539,11.743697,layers.14_latent10872
10.966319,12.080335,layers.14_latent10873
9.98,11.5960865,layers.14_latent10874
11.712678,11.101559,layers.14_latent10875
11.344663,13.302577,layers.14_latent10876
10.636993,12.657036,layers.14_latent10877
9.764472,7.989754,layers.14_latent10879
10.572278,11.250647,layers.14_latent10881
10.191331,11.384264,layers.14_latent10882
10.3943405,11.914527,layers.14_latent10883
10.031329,12.203559,layers.14_latent10885
8.080474,11.830524,layers.14_latent10886
7.185432,8.973018,layers.14_latent10887
11.808029,11.614831,layers.14_latent10888
10.27568,8.01544,layers.14_latent10890
11.555148,11.728242,layers.14_latent10892
10.865334,12.858407,layers.14_latent10893
9.531124,7.807946,layers.14_latent10894
10.8189125,12.796985,layers.14_latent10895
11.950295,12.013726,layers.14_latent10896
11.592072,8.021336,layers.14_latent10897
12.155362,11.006804,layers.14_latent10899
10.348017,11.769997,layers.14_latent10901
11.826426,10.849758,layers.14_latent10902
8.6515,8.749144,layers.14_latent10903
12.319545,10.939354,layers.14_latent10905
11.833558,8.693053,layers.14_latent10906
10.591582,12.043986,layers.14_latent10908
11.084895,12.391801,layers.14_latent10909
11.0214615,11.2667465,layers.14_latent10910
11.149256,11.282233,layers.14_latent10911
9.345094,8.398857,layers.14_latent10912
9.347422,12.685938,layers.14_latent10913
9.710543,7.849563,layers.14_latent10914
10.034338,11.856979,layers.14_latent10915
10.894918,8.036884,layers.14_latent10916
10.986764,10.056519,layers.14_latent10917
9.981773,11.840032,layers.14_latent10918
11.380292,11.5216,layers.14_latent10919
11.561255,13.32417,layers.14_latent10920
9.707981,7.5119762,layers.14_latent10921
9.827796,8.227072,layers.14_latent10922
11.999512,11.652821,layers.14_latent10923
10.366126,10.976086,layers.14_latent10924
9.684567,12.020142,layers.14_latent10926
12.19196,11.180371,layers.14_latent10927
10.292511,8.635224,layers.14_latent10928
9.104397,9.439202,layers.14_latent10929
8.306938,12.003572,layers.14_latent10930
9.554543,10.919717,layers.14_latent10931
10.218711,11.525008,layers.14_latent10932
10.077677,7.876363,layers.14_latent10933
9.830646,9.119338,layers.14_latent10935
10.012719,8.291919,layers.14_latent10936
10.047573,11.812506,layers.14_latent10937
11.485493,9.7222595,layers.14_latent10938
11.17481,8.915719,layers.14_latent10939
11.990447,11.573563,layers.14_latent10940
10.570284,12.331531,layers.14_latent10941
12.177403,11.956131,layers.14_latent10942
10.317072,12.073323,layers.14_latent10943
10.691416,13.090602,layers.14_latent10944
9.780108,11.358371,layers.14_latent10945
9.927413,11.368915,layers.14_latent10947
10.257118,11.724212,layers.14_latent10948
10.56136,11.466118,layers.14_latent10949
8.675578,11.37,layers.14_latent10950
10.514065,7.8140855,layers.14_latent10952
10.659358,11.879761,layers.14_latent10953
11.686753,12.197375,layers.14_latent10954
12.935347,10.961735,layers.14_latent10956
9.266367,7.9669547,layers.14_latent10957
11.5870695,9.878659,layers.14_latent10958
11.308248,10.381327,layers.14_latent10959
11.846609,8.025924,layers.14_latent10960
12.062677,11.350242,layers.14_latent10961
9.683208,8.55757,layers.14_latent10962
11.503547,12.471775,layers.14_latent10963
10.919557,11.063565,layers.14_latent10964
12.267472,12.183012,layers.14_latent10965
9.790877,7.5823154,layers.14_latent10966
11.538326,11.309644,layers.14_latent10967
9.922966,7.87084,layers.14_latent10968
9.857647,8.094632,layers.14_latent10969
11.463863,9.610853,layers.14_latent10970
10.164825,11.7605095,layers.14_latent10971
10.809435,11.906503,layers.14_latent10973
8.372238,12.029887,layers.14_latent10974
8.849686,8.296994,layers.14_latent10975
10.591764,11.819318,layers.14_latent10977
10.352606,11.688998,layers.14_latent10978
9.545492,8.248253,layers.14_latent10979
8.842627,8.16083,layers.14_latent10980
9.43419,8.601497,layers.14_latent10982
12.1019535,9.847168,layers.14_latent10983
10.405052,11.671852,layers.14_latent10984
11.213301,8.719419,layers.14_latent10985
11.377927,11.357407,layers.14_latent10986
11.912793,8.344939,layers.14_latent10987
10.420138,11.866567,layers.14_latent10988
10.126471,9.673371,layers.14_latent10989
10.371119,11.662739,layers.14_latent10991
11.152396,11.957454,layers.14_latent10992
9.522205,9.683276,layers.14_latent10994
11.391116,9.219909,layers.14_latent10996
10.105375,11.7155695,layers.14_latent10997
11.376324,9.485638,layers.14_latent10998
8.750172,11.6307335,layers.14_latent10999
10.10016,11.965485,layers.14_latent11000
10.246572,9.365656,layers.14_latent11002
10.365975,9.544522,layers.14_latent11004
8.892374,12.665695,layers.14_latent11005
10.493918,11.774458,layers.14_latent11007
10.179734,11.523165,layers.14_latent11008
10.591296,11.883972,layers.14_latent11010
10.262804,8.984633,layers.14_latent11011
12.167443,11.72089,layers.14_latent11012
11.591242,9.947363,layers.14_latent11014
9.868538,8.922448,layers.14_latent11015
10.235565,8.802446,layers.14_latent11016
10.110601,12.057839,layers.14_latent11017
9.446728,10.988329,layers.14_latent11018
12.838051,10.999069,layers.14_latent11019
10.4425535,11.593149,layers.14_latent11020
10.159525,11.736293,layers.14_latent11021
10.481022,10.010149,layers.14_latent11022
10.4392,11.747697,layers.14_latent11023
10.957524,11.884955,layers.14_latent11024
8.459564,12.907164,layers.14_latent11026
10.051209,8.119656,layers.14_latent11027
10.685357,12.00256,layers.14_latent11028
10.105924,7.8274064,layers.14_latent11029
10.89627,11.935044,layers.14_latent11030
9.293061,8.452278,layers.14_latent11031
11.2742405,11.836462,layers.14_latent11032
10.188935,11.526176,layers.14_latent11033
8.913369,8.081826,layers.14_latent11034
11.796898,11.008728,layers.14_latent11035
12.261543,11.498586,layers.14_latent11036
9.403255,7.8194757,layers.14_latent11037
10.406002,11.817441,layers.14_latent11038
9.9939375,12.932869,layers.14_latent11039
12.345457,11.168053,layers.14_latent11041
10.882319,8.132464,layers.14_latent11042
10.279479,9.952264,layers.14_latent11043
10.423385,11.853135,layers.14_latent11044
12.249374,10.493189,layers.14_latent11045
10.754724,11.985925,layers.14_latent11046
8.040609,8.863462,layers.14_latent11048
11.454151,13.365793,layers.14_latent11049
11.080408,12.032654,layers.14_latent11050
9.609718,8.070735,layers.14_latent11051
10.947794,8.93689,layers.14_latent11052
10.659414,12.220554,layers.14_latent11053
10.316759,9.166755,layers.14_latent11055
12.3815565,11.789034,layers.14_latent11056
11.551457,10.373212,layers.14_latent11058
11.577305,13.296699,layers.14_latent11060
10.905687,11.864064,layers.14_latent11061
9.660793,13.07464,layers.14_latent11062
9.75987,8.456334,layers.14_latent11063
10.460979,11.70597,layers.14_latent11064
9.944018,8.515377,layers.14_latent11065
10.50469,11.953032,layers.14_latent11066
10.79785,12.614981,layers.14_latent11067
10.243795,11.96183,layers.14_latent11068
9.651725,10.830035,layers.14_latent11069
10.748082,12.259602,layers.14_latent11070
11.294538,10.457856,layers.14_latent11071
10.442189,11.836236,layers.14_latent11072
11.90642,11.452618,layers.14_latent11073
9.853466,13.086586,layers.14_latent11074
10.826067,12.470694,layers.14_latent11075
11.969222,7.952232,layers.14_latent11076
10.381026,11.712376,layers.14_latent11077
11.007274,12.021793,layers.14_latent11078
9.629211,7.6610746,layers.14_latent11079
11.822697,11.645917,layers.14_latent11080
12.153913,12.068337,layers.14_latent11081
10.302881,11.88274,layers.14_latent11082
9.5965605,7.6378064,layers.14_latent11083
9.157313,12.529428,layers.14_latent11084
10.270253,8.585264,layers.14_latent11085
9.775988,10.805173,layers.14_latent11086
10.719287,11.979138,layers.14_latent11087
11.989365,11.172464,layers.14_latent11088
9.861608,8.252949,layers.14_latent11089
11.743722,10.6896515,layers.14_latent11090
10.101305,11.8008995,layers.14_latent11093
10.123431,8.002443,layers.14_latent11094
12.188064,12.125121,layers.14_latent11095
10.722076,11.609117,layers.14_latent11096
10.345176,11.749499,layers.14_latent11097
12.139322,12.224772,layers.14_latent11098
11.552846,13.09503,layers.14_latent11099
11.147825,12.106027,layers.14_latent11100
8.529669,12.17368,layers.14_latent11101
12.067561,11.519032,layers.14_latent11102
9.83828,13.17068,layers.14_latent11103
9.584346,12.196687,layers.14_latent11106
12.304599,12.029398,layers.14_latent11108
9.895507,8.276631,layers.14_latent11109
11.220738,11.969103,layers.14_latent11110
9.742056,9.536933,layers.14_latent11111
10.16037,11.652076,layers.14_latent11112
11.110746,12.864321,layers.14_latent11113
10.380862,11.957931,layers.14_latent11114
10.62794,10.80548,layers.14_latent11115
10.420525,11.588887,layers.14_latent11116
10.274405,11.541301,layers.14_latent11119
10.447425,11.571461,layers.14_latent11120
9.663041,13.523119,layers.14_latent11121
10.205055,11.836221,layers.14_latent11122
10.216384,11.583805,layers.14_latent11123
10.504665,11.628674,layers.14_latent11124
9.630292,8.321227,layers.14_latent11125
9.957318,8.43575,layers.14_latent11126
10.742567,11.920992,layers.14_latent11127
10.747586,11.978433,layers.14_latent11128
9.818399,11.600186,layers.14_latent11129
9.216134,9.932484,layers.14_latent11130
11.631272,11.559229,layers.14_latent11131
10.289215,11.652319,layers.14_latent11132
10.951815,12.019139,layers.14_latent11133
11.581378,11.094258,layers.14_latent11134
11.954448,11.644879,layers.14_latent11136
12.203762,12.015607,layers.14_latent11137
10.353084,11.750075,layers.14_latent11138
11.714189,12.153878,layers.14_latent11139
10.301694,11.98175,layers.14_latent11140
9.961501,11.657528,layers.14_latent11141
11.160694,11.4367695,layers.14_latent11142
8.833666,11.88094,layers.14_latent11143
12.653942,11.58727,layers.14_latent11144
9.1331835,8.133545,layers.14_latent11146
10.335725,11.915822,layers.14_latent11147
11.656075,10.173761,layers.14_latent11148
10.557802,11.948491,layers.14_latent11149
12.104572,11.4962225,layers.14_latent11150
10.182313,12.00167,layers.14_latent11152
9.994565,7.93069,layers.14_latent11154
11.606869,11.864076,layers.14_latent11155
12.066686,10.208868,layers.14_latent11156
11.262303,10.521862,layers.14_latent11157
11.465076,8.530112,layers.14_latent11158
11.25811,9.079608,layers.14_latent11159
10.030971,7.9512124,layers.14_latent11160
12.655086,11.267102,layers.14_latent11162
11.534061,8.390237,layers.14_latent11163
9.745086,7.750969,layers.14_latent11164
8.020646,12.251728,layers.14_latent11165
10.20588,11.694603,layers.14_latent11166
10.358471,11.843122,layers.14_latent11167
10.235511,11.945459,layers.14_latent11168
11.64468,9.968254,layers.14_latent11170
10.327817,11.900626,layers.14_latent11172
11.497987,11.658842,layers.14_latent11173
10.872072,12.189546,layers.14_latent11174
10.157406,8.471059,layers.14_latent11175
12.484464,11.202533,layers.14_latent11176
