LatentID,mean_sim_knn,median_sim_knn,min_sim_knn,max_sim_knn
layers.14_latent23216,0.5720643,0.60460323,0.33599824,0.7269061
layers.14_latent4955,0.41684732,0.40283906,0.3434467,0.5364871
layers.14_latent61494,0.39567629,0.38098457,0.25110242,0.5575384
layers.14_latent61930,0.49697533,0.4423438,0.4214421,0.6247376
layers.14_latent14649,0.39471358,0.4373872,0.25546378,0.5017106
layers.14_latent29640,0.6391928,0.6482331,0.5557513,0.72166723
layers.14_latent10684,0.6278638,0.5457834,0.5399582,0.8070557
layers.14_latent45988,0.45756683,0.48103982,0.3654885,0.5299664
layers.14_latent4502,0.7071029,0.71948516,0.6195617,0.757329
layers.14_latent4293,0.4688397,0.440291,0.3389077,0.6620054
layers.14_latent53290,0.7268981,0.745098,0.6550207,0.78456086
layers.14_latent14535,0.5760129,0.5270164,0.50485003,0.72267634
layers.14_latent46387,0.5927863,0.58424306,0.56570184,0.6285327
layers.14_latent17396,0.4990495,0.47192413,0.3153531,0.77591866
layers.14_latent57975,0.4015941,0.37546414,0.27676973,0.57836825
layers.14_latent38735,0.5163466,0.45447657,0.3636704,0.7014948
layers.14_latent8610,0.60155904,0.5912458,0.47143078,0.81269807
layers.14_latent37382,0.63291544,0.5999937,0.5611599,0.7252577
layers.14_latent19189,0.41060263,0.39362738,0.32920924,0.5769715
layers.14_latent25372,0.47443953,0.4663339,0.3724903,0.63656276
layers.14_latent21760,0.63356245,0.65631425,0.42285115,0.80258036
layers.14_latent59828,0.5095161,0.5307716,0.33586633,0.6553572
layers.14_latent6559,0.60264313,0.60024893,0.55127025,0.6674038
layers.14_latent59638,0.48406687,0.44585478,0.41736138,0.6420718
layers.14_latent34315,0.56061506,0.5801468,0.42831558,0.6413722
layers.14_latent15449,0.50939095,0.4991323,0.43781337,0.6286333
layers.14_latent34163,0.5379178,0.54813164,0.47343296,0.6131464
layers.14_latent18840,0.43271828,0.49409658,0.21350074,0.6565555
layers.14_latent9197,0.51265913,0.49899417,0.4266702,0.58680564
layers.14_latent46404,0.5084781,0.50439596,0.45400304,0.5677175
layers.14_latent16933,0.6190133,0.5743597,0.5244763,0.81565607
layers.14_latent9621,0.5226703,0.5734987,0.25315538,0.70858514
layers.14_latent42801,0.5794495,0.5821299,0.42244172,0.6859238
layers.14_latent7598,0.46523133,0.46535176,0.21570346,0.670355
layers.14_latent32048,0.5604771,0.53741026,0.4266059,0.74450946
layers.14_latent6951,0.48123756,0.48430508,0.2624697,0.7194057
layers.14_latent3100,0.48118567,0.43112344,0.3472991,0.6770886
layers.14_latent44366,0.5603198,0.55558074,0.35296267,0.82106227
layers.14_latent4965,0.6044395,0.61790377,0.4964165,0.7062261
layers.14_latent21305,0.6299437,0.64757943,0.4695856,0.76697195
layers.14_latent8140,0.69878024,0.6964299,0.5072186,0.84532726
layers.14_latent33245,0.5079519,0.52280354,0.417457,0.5546528
layers.14_latent56328,0.4140386,0.44701973,0.27074674,0.57687974
layers.14_latent15787,0.49700347,0.50753254,0.4368253,0.51788354
layers.14_latent59864,0.7142927,0.74913174,0.56088734,0.83756226
layers.14_latent50284,0.6001915,0.6968556,0.379762,0.7442591
layers.14_latent8821,0.57283056,0.55674505,0.46867156,0.73241055
layers.14_latent26300,0.55768824,0.5247719,0.48851183,0.6786325
layers.14_latent23139,0.5508854,0.50115037,0.49535686,0.6552144
layers.14_latent1928,0.5867388,0.66912967,0.39136624,0.6877135
layers.14_latent11275,0.6864459,0.7308686,0.57008857,0.7573601
layers.14_latent20176,0.36493,0.3984229,0.05954714,0.5808222
layers.14_latent16281,0.58664036,0.6130457,0.41649953,0.669841
layers.14_latent35595,0.2914157,0.3318661,0.14509612,0.40495762
layers.14_latent21569,0.4405641,0.4522,0.32843003,0.49957156
layers.14_latent23330,0.47203016,0.48621857,0.39329076,0.53056765
layers.14_latent42202,0.47548056,0.4776973,0.39071497,0.53446984
layers.14_latent50579,0.5911591,0.56666595,0.46903205,0.77412796
layers.14_latent43960,0.44717664,0.41186643,0.29194337,0.57289946
layers.14_latent19042,0.600111,0.59547263,0.49787143,0.7481615
layers.14_latent9558,0.60932744,0.61143064,0.45059204,0.72917867
layers.14_latent35863,0.50372183,0.5394199,0.37754506,0.65444815
layers.14_latent46548,0.479211,0.46682218,0.46253467,0.5145284
layers.14_latent63262,0.2968933,0.29826063,0.22243595,0.36376342
layers.14_latent14026,0.7081572,0.7234804,0.5895816,0.79006696
layers.14_latent42923,0.5782857,0.5842433,0.5270069,0.6124139
layers.14_latent6519,0.5482174,0.59529877,0.38383362,0.70561934
layers.14_latent8159,0.42636165,0.41318724,0.39428243,0.5101142
layers.14_latent63004,0.5646592,0.51587397,0.4839112,0.6894585
layers.14_latent21079,0.5637504,0.55400085,0.35791165,0.7496853
layers.14_latent18014,0.587577,0.5484957,0.48227733,0.7429739
layers.14_latent53863,0.49929,0.5615397,0.3746994,0.619839
layers.14_latent48540,0.25963476,0.27361026,0.13831365,0.3312562
layers.14_latent41984,0.6322678,0.6329032,0.51957905,0.7798066
layers.14_latent61488,0.55383885,0.58303404,0.42868927,0.6556683
layers.14_latent27700,0.5920202,0.5175423,0.35185134,0.81777
layers.14_latent59948,0.4442326,0.40525672,0.3133306,0.59569484
layers.14_latent25166,0.66536295,0.68192387,0.56697536,0.75500226
layers.14_latent63523,0.4841798,0.48589748,0.30016482,0.6299416
layers.14_latent40305,0.5744083,0.5827499,0.4674667,0.6630087
layers.14_latent60374,0.58621633,0.65480024,0.37166715,0.80598533
layers.14_latent42408,0.4063689,0.4452917,0.23400602,0.52525246
layers.14_latent2404,0.5597578,0.5489221,0.3827346,0.76720774
layers.14_latent6597,0.5334295,0.4817072,0.37010267,0.70877934
layers.14_latent46597,0.51557994,0.5286961,0.3964051,0.6355708
layers.14_latent36045,0.63644946,0.6445855,0.47681975,0.7225976
layers.14_latent49983,0.6827053,0.74229807,0.4475421,0.76325536
layers.14_latent28123,0.47307116,0.41300082,0.39893746,0.6744982
layers.14_latent11561,0.73291165,0.7658694,0.56911325,0.80683756
layers.14_latent61867,0.4751934,0.47025543,0.34473407,0.6289787
layers.14_latent53966,0.43852845,0.4759584,0.33742937,0.48312348
layers.14_latent22965,0.52103835,0.49441177,0.439027,0.6515469
layers.14_latent36322,0.59244263,0.58062357,0.5371132,0.6486956
layers.14_latent58391,0.54214346,0.49025893,0.44188493,0.8155645
layers.14_latent51398,0.6174277,0.6284765,0.5006313,0.7139898
layers.14_latent31917,0.5136667,0.44600883,0.38589147,0.81574965
layers.14_latent5812,0.5851719,0.56003004,0.47390622,0.67328316
layers.14_latent12921,0.41532364,0.40169293,0.35482442,0.5303803
layers.14_latent11175,0.62477607,0.6575261,0.507732,0.67672056
layers.14_latent38404,0.6367652,0.6369918,0.55820644,0.71082395
layers.14_latent27065,0.30790302,0.28844792,0.27991366,0.3569058
layers.14_latent3939,0.54321,0.55740345,0.3798722,0.74250853
layers.14_latent23217,0.59190977,0.59957707,0.40344438,0.782478
layers.14_latent37168,0.58056104,0.6840287,0.40427876,0.7043531
layers.14_latent52469,0.6288432,0.6131921,0.5455272,0.72340536
layers.14_latent41671,0.5040342,0.4941521,0.47581762,0.5577687
layers.14_latent20579,0.43300042,0.4590884,0.33202258,0.48079994
layers.14_latent9758,0.5225332,0.5794543,0.3435769,0.6988951
layers.14_latent9645,0.58240587,0.52611923,0.46151114,0.8230834
layers.14_latent21854,0.5090729,0.511265,0.34876767,0.6391497
layers.14_latent29171,0.57777566,0.5851548,0.36315832,0.8286334
layers.14_latent3478,0.47244915,0.43396232,0.4150531,0.5814427
layers.14_latent48816,0.6644858,0.721945,0.5128962,0.7592979
layers.14_latent12224,0.54755276,0.58162224,0.38568646,0.6680191
layers.14_latent43824,0.58358884,0.57903916,0.2634409,0.9176931
layers.14_latent60672,0.49657035,0.5104578,0.41070288,0.54110146
layers.14_latent47984,0.51282334,0.48837602,0.45603544,0.6101789
layers.14_latent3653,0.55579567,0.5161868,0.50542563,0.6533201
layers.14_latent5388,0.6145949,0.76308966,0.34104362,0.80348897
layers.14_latent64202,0.27409458,0.21588136,0.06171082,0.6233009
layers.14_latent47554,0.5536109,0.6262221,0.383993,0.6821295
layers.14_latent64848,0.6731963,0.705955,0.49489403,0.79329115
layers.14_latent46420,0.47935718,0.47944862,0.37735295,0.56757647
layers.14_latent37253,0.6073511,0.7312973,0.39137718,0.757751
layers.14_latent51408,0.39003164,0.39621273,0.19833383,0.543615
layers.14_latent10329,0.61730796,0.6801068,0.27754593,0.74814135
layers.14_latent24843,0.512931,0.4695242,0.41904056,0.7040457
layers.14_latent9547,0.3573197,0.36612836,0.26227897,0.49368143
layers.14_latent26823,0.4475971,0.4810102,0.32889134,0.510656
layers.14_latent8906,0.36698285,0.3806942,0.28048113,0.42022032
layers.14_latent6702,0.43634352,0.4724125,0.29200396,0.5080022
layers.14_latent15894,0.5449448,0.5318693,0.43074077,0.6765008
layers.14_latent15836,0.6302969,0.66912,0.4639371,0.79059297
layers.14_latent28347,0.6878792,0.7360723,0.5065534,0.77567744
layers.14_latent35751,0.48293924,0.5453721,0.2196332,0.72359955
layers.14_latent64322,0.58366287,0.55871475,0.2826021,0.84637964
layers.14_latent57829,0.5454813,0.55070305,0.3901979,0.7086803
layers.14_latent55617,0.4151674,0.34548247,0.21488483,0.7796566
layers.14_latent60849,0.62095326,0.60030556,0.57482976,0.68541926
layers.14_latent4270,0.48971337,0.44259784,0.32442817,0.7294729
layers.14_latent25823,0.5341492,0.54491794,0.3769091,0.7569465
layers.14_latent33640,0.45591387,0.46378297,0.41504872,0.5014168
layers.14_latent62931,0.49091777,0.50250447,0.30328095,0.6746278
layers.14_latent65300,0.27956158,0.28607023,0.23121642,0.29951966
layers.14_latent29379,0.60153574,0.64335,0.445495,0.6930907
layers.14_latent22181,0.39251179,0.33221745,0.31328264,0.50612676
layers.14_latent33954,0.72941333,0.83407724,0.27361453,0.8903413
layers.14_latent11741,0.73203003,0.76277804,0.4688639,0.8583563
layers.14_latent20720,0.46300593,0.51173574,0.16285007,0.6765256
layers.14_latent31889,0.4090479,0.41132814,0.3257991,0.4736878
layers.14_latent65445,0.57698554,0.61125726,0.44154394,0.683153
layers.14_latent60164,0.41743284,0.39037305,0.37025565,0.49045438
layers.14_latent30366,0.52795637,0.51246905,0.29391268,0.7361367
layers.14_latent28028,0.5013672,0.5056082,0.37159654,0.6278458
layers.14_latent21457,0.45236307,0.49251425,0.3060845,0.57440966
layers.14_latent37925,0.60484654,0.5834383,0.50535685,0.7665858
layers.14_latent62290,0.3791149,0.35736966,0.3330098,0.4602492
layers.14_latent26180,0.5515969,0.54831886,0.50154763,0.62956226
layers.14_latent6594,0.5263923,0.5051854,0.4662681,0.6229527
layers.14_latent55657,0.49195608,0.46394807,0.23714402,0.7019309
layers.14_latent29144,0.5036634,0.5240513,0.39536995,0.5774568
layers.14_latent36886,0.43685406,0.30857494,0.27921343,0.66349816
layers.14_latent49643,0.51225626,0.5152034,0.44982654,0.58841765
layers.14_latent17786,0.37624675,0.3431824,0.1411651,0.72010887
layers.14_latent52217,0.48499018,0.50389,0.323251,0.5857243
layers.14_latent35929,0.47513613,0.45955974,0.30818957,0.69948816
layers.14_latent12613,0.56669563,0.5135888,0.48585355,0.6889268
layers.14_latent57371,0.4112658,0.45883012,0.19496424,0.5931292
layers.14_latent4351,0.42009273,0.42744306,0.29423103,0.5036978
layers.14_latent5055,0.44468445,0.42933965,0.3539443,0.51752186
layers.14_latent41418,0.49789602,0.53327733,0.33382946,0.67826796
layers.14_latent45096,0.3574547,0.33593202,0.23478425,0.46394664
layers.14_latent31083,0.6130862,0.6901895,0.2742287,0.75027037
layers.14_latent15091,0.62168753,0.72441936,0.46196368,0.73457384
layers.14_latent50975,0.7455515,0.7781979,0.5742395,0.87196255
layers.14_latent17292,0.51919734,0.46349517,0.43426785,0.7696022
layers.14_latent33340,0.3163184,0.33181286,0.24468063,0.3530839
layers.14_latent19430,0.69386715,0.68941915,0.6077616,0.7881298
layers.14_latent30519,0.48874348,0.508175,0.3612607,0.60975605
layers.14_latent53514,0.45856267,0.4319682,0.39456758,0.5583148
layers.14_latent37059,0.36222202,0.32380673,0.26009706,0.53780806
layers.14_latent37417,0.47237015,0.57003963,0.2655704,0.6480746
layers.14_latent64850,0.43086395,0.38465273,0.2728976,0.6262528
layers.14_latent22796,0.5900718,0.6523297,0.33164877,0.6785816
layers.14_latent25941,0.4704686,0.41618937,0.24059924,0.7274422
layers.14_latent950,0.44226986,0.40825808,0.30092078,0.6518808
layers.14_latent24040,0.42249256,0.44634506,0.19557944,0.5832112
layers.14_latent48049,0.40701932,0.42265728,0.2580336,0.54816806
layers.14_latent65279,0.63322616,0.7029173,0.44007474,0.81665003
layers.14_latent47934,0.5611758,0.5856729,0.46584338,0.6127019
layers.14_latent65075,0.6259409,0.61052054,0.5321239,0.73716974
layers.14_latent6835,0.5577921,0.5669543,0.49111265,0.5885811
layers.14_latent3913,0.548051,0.53416574,0.41694057,0.64592564
layers.14_latent11792,0.47885743,0.41369078,0.36758137,0.6894176
layers.14_latent22743,0.52010536,0.55476385,0.3329689,0.6404052
layers.14_latent56650,0.5639313,0.54311574,0.48245108,0.7090765
layers.14_latent35585,0.6505717,0.6705158,0.51095986,0.76288956
layers.14_latent54754,0.5523798,0.5724123,0.45443004,0.6464196
layers.14_latent33836,0.28685963,0.3044569,0.20755352,0.33030498
layers.14_latent41269,0.34292036,0.3446822,0.26366797,0.4323147
layers.14_latent27014,0.57721806,0.56746686,0.4403529,0.66928124
layers.14_latent54019,0.72644085,0.7496842,0.62219775,0.8281294
layers.14_latent32824,0.49902195,0.5024059,0.44754696,0.553738
layers.14_latent43177,0.63371456,0.5732889,0.5158077,0.8241588
layers.14_latent46864,0.35389555,0.3790178,0.3014394,0.39503515
layers.14_latent23205,0.49583802,0.4929767,0.28280056,0.7548757
layers.14_latent7271,0.27914786,0.26091677,0.22439596,0.39046907
layers.14_latent63175,0.66232634,0.6372336,0.5326351,0.8990791
layers.14_latent20879,0.57672286,0.6046398,0.40258664,0.7927169
layers.14_latent15589,0.5754533,0.56476486,0.5386317,0.6631594
layers.14_latent23016,0.6422122,0.6522665,0.5557201,0.71009016
layers.14_latent4763,0.6131794,0.6251997,0.49590868,0.71722394
layers.14_latent54611,0.5435443,0.49401987,0.4146152,0.75085723
layers.14_latent8436,0.54615706,0.5541067,0.44713122,0.63304657
layers.14_latent64814,0.5089723,0.53909975,0.38144124,0.6758094
layers.14_latent28260,0.6056225,0.62990665,0.49517623,0.7397959
layers.14_latent2206,0.57128894,0.57982165,0.4962012,0.6093952
layers.14_latent53449,0.39422554,0.38368806,0.28028533,0.5398336
layers.14_latent58847,0.55601275,0.5639684,0.36470377,0.70245284
layers.14_latent49777,0.49875394,0.5415167,0.33900714,0.5902332
layers.14_latent27268,0.6614081,0.659009,0.60963124,0.71387184
layers.14_latent30368,0.45916453,0.49960387,0.35995957,0.51230276
layers.14_latent37844,0.49653158,0.5020902,0.47326964,0.5169253
layers.14_latent57004,0.6186045,0.6899114,0.3632911,0.76022196
layers.14_latent61904,0.29861036,0.25754035,0.23498306,0.44769338
layers.14_latent25137,0.46441993,0.49160153,0.155319,0.7220911
layers.14_latent2665,0.39974672,0.41742888,0.17431462,0.6066601
layers.14_latent10481,0.52653235,0.5030526,0.48080787,0.6181501
layers.14_latent51945,0.5337965,0.581661,0.37171328,0.72597456
layers.14_latent13434,0.6635133,0.7283746,0.428957,0.8232656
layers.14_latent1891,0.3713248,0.37519056,0.31450897,0.42304665
layers.14_latent26437,0.51758635,0.46183676,0.380505,0.67964256
layers.14_latent36532,0.6066371,0.6274065,0.47288388,0.76779026
layers.14_latent16780,0.41432914,0.39658046,0.27626917,0.6169934
layers.14_latent34984,0.43069443,0.4491933,0.29743356,0.571481
layers.14_latent38945,0.5871805,0.66933984,0.4369015,0.6887921
layers.14_latent23096,0.41572207,0.45691922,0.31248754,0.50741124
layers.14_latent15179,0.46585637,0.39601293,0.30755135,0.6329255
layers.14_latent16853,0.47883314,0.44855943,0.35683703,0.6483331
layers.14_latent50438,0.4071014,0.43208146,0.2568256,0.5142688
layers.14_latent52415,0.6677768,0.5878767,0.56527495,0.8566853
layers.14_latent43309,0.66949576,0.6762318,0.5732218,0.7357755
layers.14_latent13083,0.5362475,0.4896311,0.3238986,0.7467619
layers.14_latent30846,0.56948817,0.49327525,0.34570518,0.83800334
layers.14_latent33176,0.5273933,0.53551996,0.37625518,0.62664574
layers.14_latent11595,0.68128216,0.68829966,0.53598267,0.8017935
layers.14_latent28758,0.5517438,0.5671633,0.42269272,0.61678815
layers.14_latent51687,0.5546163,0.5921626,0.4170637,0.67045605
layers.14_latent51178,0.6372604,0.63490534,0.5779543,0.73342824
layers.14_latent5268,0.47105345,0.4668436,0.3833305,0.607763
layers.14_latent144,0.29612395,0.2916538,0.21044755,0.3801814
layers.14_latent38233,0.4215394,0.41873667,0.34246328,0.47557795
layers.14_latent46721,0.5162348,0.5417827,0.41160792,0.63168055
layers.14_latent29539,0.48435956,0.51054776,0.289606,0.64185566
layers.14_latent7732,0.57950485,0.59827477,0.43154335,0.72509074
layers.14_latent24645,0.5107163,0.5753336,0.2569855,0.6836874
layers.14_latent22872,0.4938531,0.5161287,0.20471458,0.72318184
layers.14_latent34344,0.5808474,0.6380893,0.40267372,0.70602465
layers.14_latent33912,0.50918895,0.50154805,0.43297,0.5657099
layers.14_latent21271,0.592381,0.57432115,0.4802525,0.7011515
layers.14_latent36973,0.48729676,0.5269662,0.3675336,0.59853816
layers.14_latent25549,0.5449199,0.5047179,0.35560593,0.78294855
layers.14_latent43304,0.56669664,0.5464074,0.52996624,0.626215
layers.14_latent60171,0.5890074,0.6023127,0.36377084,0.79203033
layers.14_latent16305,0.6133247,0.55120707,0.42221814,0.829479
layers.14_latent46430,0.46962708,0.4827616,0.40441424,0.49303028
layers.14_latent28169,0.4314912,0.44919813,0.31554064,0.49000525
layers.14_latent59073,0.3536131,0.37826928,0.23820329,0.48835915
layers.14_latent36795,0.5856093,0.5726322,0.48613572,0.7097254
layers.14_latent29418,0.41778907,0.4337389,0.37569332,0.44803587
layers.14_latent11939,0.35246682,0.3598239,0.19409317,0.5452625
layers.14_latent28468,0.57590646,0.52890134,0.46891597,0.7449117
layers.14_latent53920,0.52459323,0.47558293,0.39342314,0.7637235
layers.14_latent32267,0.4961113,0.4982441,0.42073804,0.5795859
layers.14_latent55743,0.48765278,0.5137224,0.39221334,0.53853196
layers.14_latent28601,0.5691514,0.64698505,0.3679008,0.74031645
layers.14_latent29711,0.5309533,0.47716692,0.4121779,0.7284288
layers.14_latent50978,0.50099,0.48481962,0.4417774,0.5990226
layers.14_latent62304,0.5498226,0.54264516,0.411422,0.6581898
layers.14_latent51416,0.34682462,0.3588865,0.26883948,0.4187454
layers.14_latent11556,0.5187359,0.54740775,0.3182789,0.6136414
layers.14_latent46292,0.49066266,0.44058758,0.38097447,0.6626483
layers.14_latent14043,0.6582627,0.6584735,0.5239489,0.78773314
layers.14_latent48778,0.28016192,0.29452384,0.1831455,0.35343683
layers.14_latent19047,0.53530157,0.5365175,0.43618032,0.63808566
layers.14_latent58548,0.4926191,0.44317597,0.41247952,0.67730755
layers.14_latent3719,0.54540545,0.5334588,0.40741152,0.6920343
layers.14_latent36859,0.49605623,0.4810207,0.43527916,0.5862686
layers.14_latent27428,0.42376742,0.42218053,0.36856547,0.47824514
layers.14_latent25893,0.57770574,0.5638006,0.42425025,0.73892987
layers.14_latent14720,0.67430675,0.67105883,0.5381824,0.8156233
layers.14_latent26790,0.6133595,0.51898366,0.509037,0.8251164
layers.14_latent24161,0.50670725,0.48995566,0.38446936,0.704631
layers.14_latent34420,0.5741739,0.62228096,0.41702545,0.65097946
layers.14_latent29332,0.5092418,0.5062205,0.4384294,0.6041091
layers.14_latent53415,0.5830595,0.58943725,0.40031698,0.70026225
layers.14_latent59134,0.6634773,0.75106543,0.5129847,0.7621736
layers.14_latent48884,0.33262882,0.31832728,0.22970895,0.44111526
layers.14_latent3186,0.61925066,0.6120812,0.5040474,0.7592242
layers.14_latent9261,0.6213559,0.6178848,0.5288855,0.70615643
layers.14_latent1061,0.5827584,0.52000725,0.4341244,0.7814715
layers.14_latent12730,0.48704457,0.5210192,0.30814764,0.58779603
layers.14_latent63476,0.59180224,0.5818395,0.49511403,0.66280776
layers.14_latent5276,0.45377144,0.47251666,0.34597903,0.54983515
layers.14_latent24387,0.60510814,0.5578797,0.47684905,0.74936295
layers.14_latent63316,0.5639975,0.56727904,0.47188967,0.6701625
layers.14_latent64049,0.52319634,0.5441038,0.41361442,0.6290039
layers.14_latent34940,0.4351647,0.418375,0.28727326,0.5471662
layers.14_latent3502,0.4932719,0.41298255,0.36249718,0.8001965
layers.14_latent51051,0.42274347,0.39368457,0.35625952,0.56883407
layers.14_latent54591,0.61737925,0.6224649,0.5595592,0.65968835
layers.14_latent53898,0.596825,0.5965875,0.4316577,0.7452775
layers.14_latent58273,0.5127234,0.48777378,0.44764858,0.6002603
layers.14_latent63698,0.5488769,0.55792487,0.47545916,0.61464524
layers.14_latent65383,0.45321712,0.41401958,0.28538692,0.76193225
layers.14_latent5150,0.5992178,0.62104475,0.3836453,0.75559425
layers.14_latent64975,0.38998812,0.3704954,0.29322773,0.52585304
layers.14_latent52828,0.6043299,0.6280004,0.43505317,0.72547776
layers.14_latent39670,0.6872922,0.65304184,0.47177866,0.8472487
layers.14_latent22647,0.543319,0.42009798,0.3627094,0.94455945
layers.14_latent28753,0.4972307,0.50552434,0.37549782,0.61653167
layers.14_latent18110,0.55886644,0.5488446,0.5069149,0.61075014
layers.14_latent24339,0.49693814,0.51990646,0.3816893,0.6166535
layers.14_latent21809,0.7414855,0.79226536,0.61102986,0.80807924
layers.14_latent62205,0.42534083,0.41677034,0.35875887,0.49034828
layers.14_latent21331,0.57075894,0.5813221,0.49186066,0.6235417
layers.14_latent60304,0.69186985,0.6796832,0.53450614,0.82885516
layers.14_latent7281,0.50043094,0.5073979,0.36274734,0.6903682
layers.14_latent62511,0.55766714,0.5449185,0.3773503,0.8350842
layers.14_latent34614,0.4941708,0.5186127,0.4118791,0.582651
layers.14_latent12314,0.5690994,0.5944854,0.43078133,0.7041094
layers.14_latent54271,0.41255808,0.43879408,0.35383913,0.4536139
layers.14_latent14158,0.55727655,0.5329653,0.472359,0.63368976
layers.14_latent57628,0.5404065,0.48607835,0.44288084,0.6764324
layers.14_latent16594,0.41564822,0.35718137,0.23539597,0.7888875
layers.14_latent31470,0.33965522,0.34114486,0.16559127,0.49921274
layers.14_latent50427,0.450909,0.47866404,0.372597,0.5157432
layers.14_latent47268,0.6842004,0.65122277,0.47789636,0.9306564
layers.14_latent12366,0.4450963,0.4177369,0.21588737,0.6355704
layers.14_latent54537,0.70588624,0.6842211,0.6423271,0.7821031
layers.14_latent52166,0.58893,0.63558006,0.44988665,0.6435443
layers.14_latent62454,0.5208151,0.5472264,0.41546866,0.6252289
layers.14_latent53390,0.713586,0.662502,0.5948616,0.90358233
layers.14_latent10530,0.58669126,0.6080529,0.3071195,0.73092693
layers.14_latent19397,0.64780813,0.6632583,0.49180907,0.8099636
layers.14_latent16684,0.47519928,0.4621685,0.38716662,0.65581524
layers.14_latent61304,0.5638707,0.57921904,0.4080134,0.64128095
layers.14_latent40080,0.5573494,0.57637745,0.3937865,0.6706559
layers.14_latent65013,0.52527595,0.5288002,0.41809782,0.6974561
layers.14_latent4738,0.7487623,0.77196217,0.6599394,0.8071604
layers.14_latent41566,0.46672493,0.44821894,0.38547668,0.56212866
layers.14_latent1616,0.62899274,0.6653689,0.39324436,0.7624771
layers.14_latent57368,0.3454821,0.23888016,0.14157382,0.6389388
layers.14_latent62561,0.5240038,0.4961158,0.42099473,0.7148223
layers.14_latent52984,0.51460665,0.57369536,0.3562956,0.62525034
layers.14_latent9233,0.48308834,0.4482735,0.22069427,0.7578533
layers.14_latent19092,0.634761,0.6462312,0.40716004,0.82909334
layers.14_latent16731,0.7044631,0.6864362,0.5742675,0.8532538
layers.14_latent51180,0.30656254,0.31179276,0.20169899,0.35770217
layers.14_latent63768,0.55365497,0.59426713,0.32057175,0.71771204
layers.14_latent34479,0.54573286,0.54468197,0.44637442,0.66971123
layers.14_latent21336,0.64027166,0.6545429,0.55847967,0.70408815
layers.14_latent23155,0.4964188,0.5436584,0.2996159,0.61744905
layers.14_latent54991,0.34934956,0.38766056,0.23771392,0.39645877
layers.14_latent38318,0.45673552,0.4685486,0.24655257,0.6446696
layers.14_latent1990,0.6352186,0.61869395,0.53282076,0.75136065
layers.14_latent43215,0.5849136,0.6262785,0.45555305,0.6618204
layers.14_latent37598,0.50198734,0.52219236,0.3676836,0.60533893
layers.14_latent20288,0.3923657,0.38872957,0.30667537,0.51559365
layers.14_latent52163,0.45919037,0.47074348,0.38972074,0.49779344
